pl_hostname,pl_name,pl_rade,pl_radj,pl_massj,pl_masse,pl_dens,pl_eqt,pl_telescope,pl_facility,pl_disc,pl_discmethod,pl_pnum,pl_orbper,st_dist,st_optmag,st_teff,st_mass,st_rad,hip_name,hd_name,st_age,ra,dec,pl_pelink,pl_edelink,rowupdate
61 Vir,61 Vir c,,,,,,,Multiple Telescopes,Multiple Observatories,2009,Radial Velocity,3,38.02100000,8.52,4.740,5577.00,0.94,0.96,HIP 64924,HD 115617,8.960,199.601318,-18.311195,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,2014-05-14
61 Vir,61 Vir d,,,,,,,Multiple Telescopes,Multiple Observatories,2009,Radial Velocity,3,123.01000000,8.52,4.740,5577.00,0.94,0.96,HIP 64924,HD 115617,8.960,199.601318,-18.311195,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,2014-05-14
7 CMa,7 CMa b,,,,,,,3.9 m Anglo-Australian Telescope,Anglo-Australian Telescope,2011,Radial Velocity,1,796.00000000,19.84,3.920,4792.00,1.52,2.30,HIP 31592,HD 47205,,99.170990,-19.255878,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,2015-10-22
70 Vir,70 Vir b,,,,,,,3.0 m C. Donald Shane Telescope,Lick Observatory,1996,Radial Velocity,1,116.69260000,18.11,4.980,5439.00,1.09,1.94,HIP 65721,HD 117176,7.770,202.107544,13.778788,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,2015-04-24
75 Cet,75 Cet b,,,,,,,1.88 m Telescope,Okayama Astrophysical Observatory,2012,Radial Velocity,1,691.90000000,81.50,5.350,4846.00,2.49,10.50,HIP 11791,HD 15779,,38.039253,-1.034896,http://exoplanet.eu/catalog/75_cet_b/,http://exoplanets.org/detail/75_Cet_b,2015-09-03
8 UMi,8 UMi b,,,,,,,1.8 m Telescope,Bohyunsan Optical Astronomical Observatory,2015,Radial Velocity,1,93.40000000,159.10,6.830,4847.40,1.80,9.90,HIP 73136,HD 133086,1.700,224.201477,74.900925,,,2015-10-15
81 Cet,81 Cet b,,,,,,,1.88 m Telescope,Okayama Astrophysical Observatory,2008,Radial Velocity,1,952.70000000,97.18,5.650,4785.00,2.40,11.00,HIP 12247,HD 16400,,39.424168,-3.396175,http://exoplanet.eu/catalog/81_cet_b/,http://exoplanets.org/detail/81_Cet_b,2014-05-14
91 Aqr,91 Aqr b,,,,,,,0.6 m Coude Auxiliary Telescope,Lick Observatory,2013,Radial Velocity,1,181.40000000,45.52,4.250,4665.00,1.40,11.00,HIP 114855,HD 219449,3.560,348.972900,-9.087737,http://exoplanet.eu/catalog/91_aqr_b/,http://exoplanets.org/detail/91_Aqr_b,2014-05-14
AB Pic,AB Pic b,,,13.50000,4290.50000,,,8.2 m ESO VLT UT4 Yepun Telescope,Paranal Observatory,2005,Imaging,1,,45.52,9.128,,,,HIP 30034,HD 44627,0.030,94.803802,-58.054310,http://exoplanet.eu/catalog/ab_pic_b/,,2014-05-14
BD+14 4559,BD+14 4559 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2009,Radial Velocity,1,268.94000000,50.03,9.630,5008.00,0.86,0.95,HIP 104780,,,318.399963,14.689387,http://exoplanet.eu/catalog/bd14_4559_b/,http://exoplanets.org/detail/BD_+14_4559_b,2014-05-14
BD+15 2940,BD+15 2940 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2013,Radial Velocity,1,137.48000000,175.44,9.046,4796.00,1.10,14.70,HIP 78407,,7.100,240.095566,15.546930,http://exoplanet.eu/catalog/bd+15_2940_b/,,2014-05-14
BD+20 1790,BD+20 1790 b,,,,,,,Multiple Telescopes,Multiple Observatories,2010,Radial Velocity,1,7.78287000,25.40,,4410.00,0.63,0.71,,,0.058,110.931612,20.416334,,,2015-03-26
BD+20 2457,BD+20 2457 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2009,Radial Velocity,2,379.63000000,,9.750,4137.00,2.80,49.00,,,,154.186910,19.891409,http://exoplanet.eu/catalog/bd20_2457_b/,http://exoplanets.org/detail/BD_+20_2457_b,2014-05-14
BD+20 2457,BD+20 2457 c,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2009,Radial Velocity,2,621.99000000,,9.750,4137.00,2.80,49.00,,,,154.186910,19.891409,http://exoplanet.eu/catalog/bd20_2457_c/,http://exoplanets.org/detail/BD_+20_2457_c,2014-05-14
BD+20 274,BD+20 274 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2012,Radial Velocity,1,578.20000000,,9.360,4296.00,0.80,17.30,,,,25.920324,21.005314,http://exoplanet.eu/catalog/bd+20_274_c/,,2015-09-18
BD+48 738,BD+48 738 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2011,Radial Velocity,1,392.60000000,,9.140,4414.00,0.74,11.00,,,,40.710224,49.586960,http://exoplanet.eu/catalog/bd_+48_738_b/,http://exoplanets.org/detail/BD_+48_738_b,2015-08-13
BD+49 828,BD+49 828 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2015,Radial Velocity,1,2590.00000000,,9.380,4943.00,1.52,7.60,,,2.340,45.640529,49.730011,http://exoplanet.eu/catalog/bd+49_828/,,2015-02-05
BD-06 1339,BD-06 1339 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,2,3.87280000,20.10,9.700,4324.00,0.70,,HIP 27803,,4.400,88.251183,-5.994844,http://exoplanet.eu/catalog/bd-061339_b/,,2014-05-14
BD-06 1339,BD-06 1339 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,2,125.94000000,20.10,9.700,4324.00,0.70,,HIP 27803,,4.400,88.251183,-5.994844,http://exoplanet.eu/catalog/bd-061339_c/,,2014-05-14
BD-08 2823,BD-08 2823 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2009,Radial Velocity,2,5.60000000,42.09,9.880,4746.00,0.74,,HIP 49067,,4.500,150.198837,-9.516680,http://exoplanet.eu/catalog/bd-082823_b/,http://exoplanets.org/detail/BD_-08_2823_b,2014-05-14
BD-08 2823,BD-08 2823 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2009,Radial Velocity,2,237.60000000,42.09,9.880,4746.00,0.74,,HIP 49067,,4.500,150.198837,-9.516680,http://exoplanet.eu/catalog/bd-082823_c/,http://exoplanets.org/detail/BD_-08_2823_c,2014-05-14
BD-10 3166,BD-10 3166 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2000,Radial Velocity,1,3.48777000,80.00,10.080,5393.00,1.01,,,,,164.620003,-10.770376,http://exoplanet.eu/catalog/bd-10_3166_b/,http://exoplanets.org/detail/BD_-10_3166_b,2014-08-27
BD-11 4672,BD-11 4672 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2014,Radial Velocity,1,1667.00000000,27.30,9.990,4475.00,0.57,0.52,HIP 90979,,4.400,278.370148,-11.636039,,,2015-01-08
BD-13 2130,BD-13 2130 b,,,,,,,1.2 m Leonhard Euler Telescope,La Silla Observatory,2007,Radial Velocity,1,714.30000000,766.00,9.450,,2.40,,,,0.740,114.288458,-13.906639,http://exoplanet.eu/catalog/ngc_2423_3_b/,http://exoplanets.org/detail/NGC_2423_3_b,2015-05-14
BD-17 63,BD-17 63 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2008,Radial Velocity,1,655.60000000,37.54,9.566,4714.00,0.74,0.69,HIP 2247,,4.300,7.142942,-16.226345,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b,2014-05-14
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,,,10.50000,3337.10000,,370,10 m Keck II Telescope,W. M. Keck Observatory,2011,Imaging,1,10037.50000000,23.10,,580.50,0.02,,,,27.500,224.620833,10.228611,http://exoplanet.eu/catalog/cfbds_1458_b/,,2014-05-14
CHXR 73,CHXR 73 b,,,12.56900,3994.48600,,,2.4 m Hubble Space Telescope,Hubble Space Telescope,2006,Imaging,1,,,,,0.35,,,,0.002,166.619893,-77.625877,http://exoplanet.eu/catalog/chxr_73_b/,,2014-05-14
CT Cha,CT Cha b,24.660,2.200,17.00000,5403.00000,,2600,8.2 m ESO VLT UT4 Yepun Telescope,Paranal Observatory,2007,Imaging,1,,165.00,,,,,,,0.002,166.037877,-76.455383,http://exoplanet.eu/catalog/ct_cha_b/,,2014-05-14
CoRoT-1,CoRoT-1 b,16.700,1.490,1.03000,327.35000,0.38000,1898,0.27 m CoRoT Telescope,CoRoT,2008,Transit,1,1.50895570,,13.600,5950.00,0.95,1.11,,,,102.079885,-3.102147,http://exoplanet.eu/catalog/corot-1_b/,http://exoplanets.org/detail/CoRoT-1_b,2014-05-14
CoRoT-10,CoRoT-10 b,10.870,0.970,2.75000,874.00000,3.70000,600,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,13.24060000,345.00,15.220,5075.00,0.89,0.79,,,3.000,291.063708,0.746143,http://exoplanet.eu/catalog/corot-10_b/,http://exoplanets.org/detail/CoRoT-10_b,2014-05-14
CoRoT-11,CoRoT-11 b,16.030,1.430,2.33000,740.51000,0.99000,1657,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,2.99433000,560.00,,6440.00,1.27,1.37,,,2.000,280.687263,5.937688,http://exoplanet.eu/catalog/corot-11_b/,http://exoplanets.org/detail/CoRoT-11_b,2014-05-14
CoRoT-12,CoRoT-12 b,16.140,1.440,0.91700,291.43800,0.41100,1442,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,2.82804200,1150.00,15.515,5675.00,1.08,1.12,,,6.300,100.765677,-1.296439,http://exoplanet.eu/catalog/corot-12_b/,http://exoplanets.org/detail/CoRoT-12_b,2014-05-14
CoRoT-13,CoRoT-13 b,9.920,0.885,1.30800,415.70400,2.34000,1700,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,4.03519000,1060.00,15.039,5945.00,1.09,1.01,,,1.635,102.721137,-5.086445,http://exoplanet.eu/catalog/corot-13_b/,http://exoplanets.org/detail/CoRoT-13_b,2014-05-14
CoRoT-14,CoRoT-14 b,12.220,1.090,7.60000,2415.40000,7.30000,1952,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,1.51214000,1340.00,16.033,6035.00,1.13,1.21,,,4.200,103.424211,-5.536037,http://exoplanet.eu/catalog/corot-14_b/,http://exoplanets.org/detail/CoRoT-14_b,2014-05-14
CoRoT-16,CoRoT-16 b,13.110,1.170,0.53500,170.03200,0.44000,,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,5.35227000,840.00,15.630,5650.00,1.10,1.19,,,6.730,278.524691,-6.002595,http://exoplanet.eu/catalog/corot-16_b/,http://exoplanets.org/detail/CoRoT-16_b,2014-05-14
CoRoT-17,CoRoT-17 b,11.430,1.020,2.43000,772.29000,2.82000,1626,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,3.76810000,920.00,15.460,5740.00,1.04,1.59,,,10.700,278.699254,-6.612234,http://exoplanet.eu/catalog/corot-17_b/,http://exoplanets.org/detail/CoRoT-17_b,2014-05-14
CoRoT-18,CoRoT-18 b,14.680,1.310,3.47000,1102.82000,2.20000,1550,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,1.90006930,870.00,15.000,5440.00,0.95,1.00,,,,98.172410,-0.031586,http://exoplanet.eu/catalog/corot-18_b/,http://exoplanets.org/detail/CoRoT-18_b,2014-05-14
CoRoT-19,CoRoT-19 b,14.460,1.290,1.11000,352.78000,0.71000,2000,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,3.89713000,770.00,14.007,6090.00,1.21,1.65,,,5.000,97.033582,-0.170681,http://exoplanet.eu/catalog/corot-19_b/,http://exoplanets.org/detail/CoRoT-19_b,2014-05-14
CoRoT-2,CoRoT-2 b,16.432,1.466,3.47000,1102.82000,1.47000,,0.27 m CoRoT Telescope,CoRoT,2008,Transit,1,1.74299350,200.00,12.570,5625.00,0.96,0.91,,,2.700,291.777056,1.383714,http://exoplanet.eu/catalog/corot-2_b/,http://exoplanets.org/detail/CoRoT-2_b,2014-05-14
CoRoT-20,CoRoT-20 b,9.420,0.840,4.24000,1347.54000,8.87000,1002,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,9.24285000,1230.00,14.660,5880.00,1.14,1.02,,,0.100,97.720408,0.226919,http://exoplanet.eu/catalog/corot-20_b/,,2014-05-14
CoRoT-22,CoRoT-22 b,4.880,0.435,0.03800,12.20000,0.24900,885,0.27 m CoRoT Telescope,CoRoT,2014,Transit,1,9.75598000,592.00,13.944,5939.00,1.10,1.14,,,3.300,280.667115,6.219136,,,2014-08-21
CoRoT-23,CoRoT-23 b,11.770,1.050,2.80000,889.90000,3.00000,1660,0.27 m CoRoT Telescope,CoRoT,2011,Transit,1,3.63130000,600.00,15.630,5900.00,1.14,1.61,,,7.200,279.782615,4.357806,http://exoplanet.eu/catalog/corot-23_b/,http://exoplanets.org/detail/CoRoT-23_b,2014-05-14
CoRoT-24,CoRoT-24 b,3.700,0.330,0.01800,5.70000,0.90000,1070,0.27 m CoRoT Telescope,CoRoT,2014,Transit,2,5.11340000,600.00,,4950.00,0.91,0.86,,,11.000,101.922547,-3.719301,,,2014-06-11
CoRoT-24,CoRoT-24 c,5.000,0.440,0.08800,28.00000,1.30000,850,0.27 m CoRoT Telescope,CoRoT,2014,Transit,2,11.75900000,600.00,,4950.00,0.91,0.86,,,11.000,101.922547,-3.719301,,,2014-06-11
CoRoT-25,CoRoT-25 b,12.110,1.080,0.27000,85.81000,0.15000,1330,0.27 m CoRoT Telescope,CoRoT,2013,Transit,1,4.86069000,1000.00,,6040.00,1.09,1.19,,,4.500,280.629662,6.513829,http://exoplanet.eu/catalog/corot-25_b/,http://exoplanets.org/detail/CoRoT-25_b,2014-05-14
CoRoT-26,CoRoT-26 b,14.120,1.260,0.52000,165.26000,0.28000,1600,0.27 m CoRoT Telescope,CoRoT,2013,Transit,1,4.20474000,1670.00,,5590.00,1.09,1.79,,,8.600,279.750514,6.969787,http://exoplanet.eu/catalog/corot-26_b/,http://exoplanets.org/detail/CoRoT-26_b,2014-05-14
CoRoT-27,CoRoT-27 b,11.287,1.007,10.39000,3302.11000,12.60000,1500,0.27 m CoRoT Telescope,CoRoT,2014,Transit,1,3.57532000,,15.540,5900.00,1.05,1.08,,,4.210,278.495813,5.538462,http://exoplanet.eu/catalog/corot-27_b/,http://exoplanets.org/detail/CoRoT-27_b,2014-05-14
CoRoT-28,CoRoT-28 b,10.705,0.955,0.48400,153.82972,0.69000,,0.27 m CoRoT Telescope,CoRoT,2015,Transit,1,5.20851000,560.00,,5150.00,1.01,1.78,,,12.000,278.688338,5.573730,http://exoplanet.eu/catalog/corot-28_b/,,2015-04-16
CoRoT-29,CoRoT-29 b,10.088,0.900,0.85000,270.15550,1.45000,,0.27 m CoRoT Telescope,CoRoT,2015,Transit,1,2.85057000,765.00,,5260.00,0.97,0.90,,,4.500,278.902103,6.479651,http://exoplanet.eu/catalog/corot-29_b/,,2015-04-16
CoRoT-3,CoRoT-3 b,11.320,1.010,21.66000,6883.91000,26.40000,,0.27 m CoRoT Telescope,CoRoT,2008,Transit,1,4.25680000,680.00,,6740.00,1.37,1.56,,,2.200,292.055263,0.121820,http://exoplanet.eu/catalog/corot-3_b/,http://exoplanets.org/detail/CoRoT-3_b,2014-05-14
CoRoT-4,CoRoT-4 b,13.340,1.190,0.72000,228.83000,0.52500,1074,0.27 m CoRoT Telescope,CoRoT,2008,Transit,1,9.20205000,,,6190.00,1.16,1.17,,,1.000,102.194663,-0.672774,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b,2014-05-14
CoRoT-5,CoRoT-5 b,15.558,1.388,0.46700,148.42000,0.21700,1438,0.27 m CoRoT Telescope,CoRoT,2009,Transit,1,4.03789620,,,6100.00,1.00,1.19,,,6.900,101.277254,0.815239,http://exoplanet.eu/catalog/corot-5_b/,http://exoplanets.org/detail/CoRoT-5_b,2014-05-14
CoRoT-6,CoRoT-6 b,13.068,1.166,2.96000,940.74000,2.32000,1017,0.27 m CoRoT Telescope,CoRoT,2009,Transit,1,8.88659300,,13.912,6090.00,1.05,1.02,,,,281.072525,6.663194,http://exoplanet.eu/catalog/corot-6_b/,http://exoplanets.org/detail/CoRoT-6_b,2014-05-14
CoRoT-7,CoRoT-7 b,1.585,0.141,0.01800,5.74000,7.50000,1756,0.27 m CoRoT Telescope,CoRoT,2009,Transit,2,0.85359159,153.70,11.668,5259.00,0.91,0.82,,,1.320,100.956125,-1.063033,http://exoplanet.eu/catalog/corot-7_b/,http://exoplanets.org/detail/CoRoT-7_b,2015-03-05
CoRoT-7,CoRoT-7 c,,,0.02643,8.40000,,,0.27 m CoRoT Telescope,CoRoT,2009,Radial Velocity,2,3.69800000,153.70,11.668,5259.00,0.91,0.82,,,1.320,100.956125,-1.063033,http://exoplanet.eu/catalog/corot-7_c/,,2015-09-10
CoRoT-8,CoRoT-8 b,6.390,0.570,0.22000,69.92000,1.60000,,0.27 m CoRoT Telescope,CoRoT,2010,Transit,1,6.21229000,380.00,14.800,5080.00,0.88,0.77,,,3.000,291.588518,1.426452,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b,2014-05-14
CoRoT-9,CoRoT-9 b,11.770,1.050,0.84000,266.97000,0.90000,,0.27 m CoRoT Telescope,CoRoT,2009,Transit,1,95.27380000,460.00,13.690,5625.00,0.99,0.94,,,,280.786712,6.204172,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,2014-05-14
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,,,28.50000,9057.77000,,,8.2 m ESO VLT UT1 Antu Telescope,Paranal Observatory,2013,Astrometry,1,246.36000000,20.77,,,0.07,,,,1.000,125.763050,-49.200359,,,2014-05-14
DH Tau,DH Tau b,,,11.00000,3496.00000,,,8.2 m Subaru Telescope,Subaru Telescope,2004,Imaging,1,,140.00,,,0.33,0.27,,,0.001,67.423158,26.549520,http://exoplanet.eu/catalog/dh_tau_b/,,2014-05-14
DP Leo,DP Leo b,,,,,,,2.4 m Lijiang Station Telescope,Yunnan Astronomical Observatory,2009,Eclipse Timing Variations,1,10220.00000000,,,,0.69,,,,,169.316667,17.961417,http://exoplanet.eu/catalog/dp_leo_b/,,2014-05-14
FU Tau,FU Tau b,,,15.71100,4993.10700,,2375,0.85 m Spitzer Space Telescope,Spitzer Space Telescope,2008,Imaging,1,,,,,,,,,,65.898908,25.049898,http://exoplanet.eu/catalog/fu_tau_b/,,2014-05-14
Fomalhaut,Fomalhaut b,,,,,,,2.4 m Hubble Space Telescope,Hubble Space Telescope,2008,Imaging,1,555530.00000000,7.69,1.160,,2.00,,HIP 113368,HD 216956,0.200,344.412689,-29.622236,http://exoplanet.eu/catalog/fomalhaut_b/,http://exoplanets.org/detail/Fomalhaut_b,2015-11-19
GJ 1132,GJ 1132 b,1.160,0.103,0.00510,1.62000,6.00000,409,MEarth-South telescope array,Cerro Tololo Inter-American Observatory,2015,Transit,1,1.62893000,12.04,13.490,3270.00,0.18,0.21,,,5.000,153.715737,-47.156727,,,2015-11-12
GJ 1214,GJ 1214 b,2.847,0.254,0.01970,6.26125,1.49000,,0.4 m MEarth Telescope,MEarth Project,2009,Transit,1,1.58040456,,15.100,3170.00,0.16,0.18,,,,258.828837,4.963920,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b,2015-12-03
GJ 15 A,GJ 15 A b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2014,Radial Velocity,1,11.44330000,3.57,8.080,3567.00,0.38,0.39,HIP 1475,HD 1326 A,,4.595356,44.022953,http://exoplanet.eu/catalog/gl_15_a_b/,http://exoplanets.org/detail/GJ_15_A_b,2014-09-18
GJ 163,GJ 163 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,3,8.63100000,14.97,11.810,3500.00,0.40,,HIP 19394,,6.000,62.315273,-53.373699,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b,2014-05-14
GJ 163,GJ 163 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,3,25.60000000,14.97,11.810,3500.00,0.40,,HIP 19394,,6.000,62.315273,-53.373699,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c,2014-05-14
GJ 163,GJ 163 d,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,3,603.00000000,14.97,11.810,3500.00,0.40,,HIP 19394,,6.000,62.315273,-53.373699,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d,2014-05-14
GJ 179,GJ 179 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2009,Radial Velocity,1,2288.00000000,12.12,12.000,3370.00,0.36,0.38,HIP 22627,,,73.023865,6.476539,http://exoplanet.eu/catalog/gl_179_b/,http://exoplanets.org/detail/GJ_179_b,2014-05-14
GJ 3021,GJ 3021 b,,,,,,350,1.2 m Leonhard Euler Telescope,La Silla Observatory,2000,Radial Velocity,1,133.71000000,17.62,6.590,5540.00,0.90,0.90,HIP 1292,HD 1237,,4.052823,-79.851181,http://exoplanet.eu/catalog/gj_3021_b/,http://exoplanets.org/detail/HD_1237_b,2014-05-14
GJ 317,GJ 317 b,,,2.50000,794.50000,,,10 m Keck I Telescope,W. M. Keck Observatory,2007,Radial Velocity,1,692.00000000,15.10,11.970,3510.00,0.42,,,,5.000,130.246730,-23.456289,http://exoplanet.eu/catalog/gj_317_b/,http://exoplanets.org/detail/GJ_317_b,2014-08-27
GJ 328,GJ 328 b,,,,,,,9.2 m Hobby-Eberly Telescope,McDonald Observatory,2013,Radial Velocity,1,4100.00000000,20.03,9.970,3900.00,0.69,,HIP 43790,,,133.781754,1.546508,http://exoplanet.eu/catalog/gj_328_b/,http://exoplanets.org/detail/GJ_328_b,2014-05-14
GJ 3293,GJ 3293 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2015,Radial Velocity,2,30.60000000,,11.962,3466.00,0.42,0.40,,,,67.148820,-25.169301,http://exoplanet.eu/catalog/gj_3293_b/,http://exoplanets.org/detail/GJ_3293_b,2014-12-03
GJ 3293,GJ 3293 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2015,Radial Velocity,2,123.75000000,,11.962,3466.00,0.42,0.40,,,,67.148820,-25.169301,http://exoplanet.eu/catalog/gj_3293_d/,http://exoplanets.org/detail/GJ_3293_c,2014-12-03
GJ 3341,GJ 3341 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2015,Radial Velocity,1,14.20700000,,12.080,3526.00,0.47,0.44,,,,78.944663,-31.295951,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b,2014-12-03
GJ 3470,GJ 3470 b,3.880,0.346,0.04300,13.73000,1.18000,604,3.6 m ESO Telescope,La Silla Observatory,2012,Radial Velocity,1,3.33664870,25.20,12.330,3652.00,0.51,0.48,,,2.500,119.774349,15.391492,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b,2014-07-23
GJ 3634,GJ 3634 b,,,0.02600,8.40000,,,3.6 m ESO Telescope,La Silla Observatory,2010,Radial Velocity,1,2.64561000,19.80,11.930,,0.45,0.43,,,5.000,164.646242,-31.143989,http://exoplanet.eu/catalog/gj_3634_b/,http://exoplanets.org/detail/GJ_3634_b,2014-08-21
GJ 433,GJ 433 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2011,Radial Velocity,1,7.37090000,9.04,9.806,3600.00,0.48,,HIP 56528,,,173.862289,-32.539970,http://exoplanet.eu/catalog/gj_433_b/,http://exoplanets.org/detail/GJ_433_b,2014-05-14
GJ 436,GJ 436 b,4.170,0.372,0.07000,22.10000,1.80000,,10 m Keck I Telescope,W. M. Keck Observatory,2004,Radial Velocity,1,2.64388312,10.23,10.670,,0.47,0.46,HIP 57087,,,175.546219,26.706570,http://exoplanet.eu/catalog/gj_436_b/,http://exoplanets.org/detail/GJ_436_b,2015-02-05
GJ 504,GJ 504 b,,,4.00000,1271.30000,,510,8.2 m Subaru Telescope,Subaru Telescope,2013,Imaging,1,,17.95,5.220,6234.00,1.22,,HIP 64792,HD 115383,0.160,199.193817,9.424156,http://exoplanet.eu/catalog/gj_504_b/,http://exoplanets.org/detail/GJ_504_b,2014-05-14
GJ 581,GJ 581 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2005,Radial Velocity,3,5.36860000,6.27,10.560,,0.31,0.29,HIP 74995,,2.000,229.861771,-7.722280,http://exoplanet.eu/catalog/gl_581_b/,http://exoplanets.org/detail/GJ_581_b,2014-07-09
GJ 581,GJ 581 c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2005,Radial Velocity,3,12.91400000,6.27,10.560,,0.31,0.29,HIP 74995,,2.000,229.861771,-7.722280,http://exoplanet.eu/catalog/gl_581_c/,http://exoplanets.org/detail/GJ_581_c,2014-07-09
GJ 581,GJ 581 e,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2005,Radial Velocity,3,3.14900000,6.27,10.560,,0.31,0.29,HIP 74995,,2.000,229.861771,-7.722280,http://exoplanet.eu/catalog/gl_581_e/,http://exoplanets.org/detail/GJ_581_e,2014-07-09
GJ 649,GJ 649 b,,,,,,,10 m Keck I Telescope,W. M. Keck Observatory,2009,Radial Velocity,1,598.30000000,10.32,9.690,3700.00,0.54,,HIP 83043,,,254.536880,25.744160,http://exoplanet.eu/catalog/gl_649_b/,http://exoplanets.org/detail/GJ_649_b,2014-05-14
GJ 667 C,GJ 667 C b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2011,Radial Velocity,5,7.20040000,6.80,10.220,3350.00,0.33,,,,2.000,259.745085,-34.996827,http://exoplanet.eu/catalog/gj_667c_b/,http://exoplanets.org/detail/GJ_667_C_b,2014-05-14
GJ 667 C,GJ 667 C c,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2011,Radial Velocity,5,28.14000000,6.80,10.220,3350.00,0.33,,,,2.000,259.745085,-34.996827,http://exoplanet.eu/catalog/gj_667c_c/,http://exoplanets.org/detail/GJ_667_C_c,2014-05-14
GJ 667 C,GJ 667 C e,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,5,62.24000000,6.80,10.220,3350.00,0.33,,,,2.000,259.745085,-34.996827,http://exoplanet.eu/catalog/gj_667c_e/,,2014-05-14
GJ 667 C,GJ 667 C f,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,5,39.02600000,6.80,10.220,3350.00,0.33,,,,2.000,259.745085,-34.996827,http://exoplanet.eu/catalog/gj_667c_f/,,2014-05-14
GJ 667 C,GJ 667 C g,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2013,Radial Velocity,5,256.20000000,6.80,10.220,3350.00,0.33,,,,2.000,259.745085,-34.996827,http://exoplanet.eu/catalog/gj_667c_g/,,2014-05-14
GJ 674,GJ 674 b,,,,,,,3.6 m ESO Telescope,La Silla Observatory,2007,Radial Velocity,1,4.69380000,4.54,9.370,3600.00,0.35,,HIP 85523,,0.550,262.166443,-46.895191,http://exoplanet.eu/catalog/gj_674_b/,http://exoplanets.org/detail/GJ_674_b,2014-05-14
